engine,day,n,cited,model_version,rounds,verticals,rate_pct,wilson_lo_pct,wilson_hi_pct,partial_any,partial_reason,weekday,is_weekend,iso_week,day_index,gap_before_days
ChatGPT,2026-04-23,192,34,gpt-4o-mini-2024-07-18,1,4,17.708333333333332,12.957935565746764,23.72554261773111,1,15 of 20 cells; collection interrupted (METHODOLOGY_V2.md:121),Thursday,0,2026-W17,0,0
ChatGPT,2026-04-24,192,33,gpt-4o-mini-2024-07-18,1,4,17.1875,12.50822162512063,23.15402233551011,1,~15 Claude fintech rows as api_failure; Anthropic balance mid-run,Friday,0,2026-W17,1,1
ChatGPT,2026-04-25,384,67,gpt-4o-mini-2024-07-18,2,4,17.447916666666668,13.979514361644865,21.561157138464313,0,,Saturday,1,2026-W17,2,1
ChatGPT,2026-04-26,384,64,gpt-4o-mini-2024-07-18,2,4,16.666666666666668,13.27317622861245,20.72047138749935,0,,Sunday,1,2026-W17,3,1
ChatGPT,2026-04-27,384,66,gpt-4o-mini-2024-07-18,2,4,17.1875,13.743758805279876,21.28123806683017,0,,Monday,0,2026-W18,4,1
ChatGPT,2026-04-28,384,67,gpt-4o-mini-2024-07-18,2,4,17.447916666666668,13.979514361644865,21.561157138464313,0,,Tuesday,0,2026-W18,5,1
ChatGPT,2026-04-29,192,33,gpt-4o-mini-2024-07-18,1,4,17.1875,12.50822162512063,23.15402233551011,0,,Wednesday,0,2026-W18,6,1
ChatGPT,2026-04-30,384,66,gpt-4o-mini-2024-07-18,2,4,17.1875,13.743758805279876,21.28123806683017,0,,Thursday,0,2026-W18,7,1
ChatGPT,2026-05-04,192,32,gpt-4o-mini-2024-07-18,1,4,16.666666666666668,12.060204229124494,22.580805508659115,1,15 of 20 cells; partial recovery (METHODOLOGY_V2.md:125),Monday,0,2026-W19,11,4
ChatGPT,2026-05-05,192,32,gpt-4o-mini-2024-07-18,1,4,16.666666666666668,12.060204229124494,22.580805508659115,0,,Tuesday,0,2026-W19,12,1
ChatGPT,2026-05-11,192,33,gpt-4o-mini-2024-07-18,1,4,17.1875,12.50822162512063,23.15402233551011,0,,Monday,0,2026-W20,18,6
ChatGPT,2026-05-12,192,33,gpt-4o-mini-2024-07-18,1,4,17.1875,12.50822162512063,23.15402233551011,0,,Tuesday,0,2026-W20,19,1
ChatGPT,2026-05-13,384,65,gpt-4o-mini-2024-07-18,2,4,16.927083333333332,13.508310911036922,21.001011333074008,0,,Wednesday,0,2026-W20,20,1
ChatGPT,2026-05-14,192,33,gpt-4o-mini-2024-07-18,1,4,17.1875,12.50822162512063,23.15402233551011,0,,Thursday,0,2026-W20,21,1
ChatGPT,2026-05-15,192,31,gpt-4o-mini-2024-07-18,1,4,16.145833333333332,11.613944696319667,22.00583081861681,0,,Friday,0,2026-W20,22,1
ChatGPT,2026-05-16,384,63,gpt-4o-mini-2024-07-18,2,4,16.40625,13.038360522485526,20.439612465627143,0,,Saturday,1,2026-W20,23,1
ChatGPT,2026-05-17,384,68,gpt-4o-mini-2024-07-18,2,4,17.708333333333332,14.215572234391155,21.840773893717152,0,,Sunday,1,2026-W20,24,1
ChatGPT,2026-05-18,192,33,gpt-4o-mini-2024-07-18,1,4,17.1875,12.50822162512063,23.15402233551011,1,5 of 20 cells; Perplexity max_tokens<16 rejected on sonar,Monday,0,2026-W21,25,1
ChatGPT,2026-05-19,192,36,gpt-4o-mini-2024-07-18,1,4,18.75,13.86222924032981,24.86371738884233,0,,Tuesday,0,2026-W21,26,1
ChatGPT,2026-05-20,192,36,gpt-4o-mini-2024-07-18,1,4,18.75,13.86222924032981,24.86371738884233,0,,Wednesday,0,2026-W21,27,1
ChatGPT,2026-05-21,384,67,gpt-4o-mini-2024-07-18,2,4,17.447916666666668,13.979514361644865,21.561157138464313,0,,Thursday,0,2026-W21,28,1
ChatGPT,2026-05-22,384,63,gpt-4o-mini-2024-07-18,2,4,16.40625,13.038360522485526,20.439612465627143,0,,Friday,0,2026-W21,29,1
ChatGPT,2026-05-23,192,35,gpt-4o-mini-2024-07-18,1,4,18.229166666666668,13.409289102143374,24.29542330418163,0,,Saturday,1,2026-W21,30,1
ChatGPT,2026-05-24,384,65,gpt-4o-mini-2024-07-18,2,4,16.927083333333332,13.508310911036922,21.001011333074008,0,,Sunday,1,2026-W21,31,1
ChatGPT,2026-05-25,384,70,gpt-4o-mini-2024-07-18,2,4,18.229166666666668,14.688574505726482,22.39912087838008,0,,Monday,0,2026-W22,32,1
ChatGPT,2026-05-26,192,34,gpt-4o-mini-2024-07-18,1,4,17.708333333333332,12.957935565746764,23.72554261773111,0,,Tuesday,0,2026-W22,33,1
ChatGPT,2026-05-27,192,30,gpt-4o-mini-2024-07-18,1,4,15.625,11.16950918831419,21.429032103775153,0,,Wednesday,0,2026-W22,34,1
ChatGPT,2026-05-28,192,32,gpt-4o-mini-2024-07-18,1,4,16.666666666666668,12.060204229124494,22.580805508659115,0,,Thursday,0,2026-W22,35,1
ChatGPT,2026-05-30,384,65,gpt-4o-mini-2024-07-18,2,4,16.927083333333332,13.508310911036922,21.001011333074008,0,,Saturday,1,2026-W22,37,2
ChatGPT,2026-05-31,192,33,gpt-4o-mini-2024-07-18,1,4,17.1875,12.50822162512063,23.15402233551011,0,,Sunday,1,2026-W22,38,1
ChatGPT,2026-06-01,384,68,gpt-4o-mini-2024-07-18,2,4,17.708333333333332,14.215572234391155,21.840773893717152,0,,Monday,0,2026-W23,39,1
ChatGPT,2026-06-02,384,66,gpt-4o-mini-2024-07-18,2,4,17.1875,13.743758805279876,21.28123806683017,0,,Tuesday,0,2026-W23,40,1
ChatGPT,2026-06-03,384,61,gpt-4o-mini-2024-07-18,2,4,15.885416666666666,12.56971024130093,19.876913490813493,0,,Wednesday,0,2026-W23,41,1
ChatGPT,2026-06-04,192,32,gpt-4o-mini-2024-07-18,1,4,16.666666666666668,12.060204229124494,22.580805508659115,0,,Thursday,0,2026-W23,42,1
ChatGPT,2026-06-05,384,64,gpt-4o-mini-2024-07-18,1,4,16.666666666666668,13.27317622861245,20.72047138749935,1,,Friday,0,2026-W23,43,1
ChatGPT,2026-06-06,384,65,gpt-4o-mini-2024-07-18,2,4,16.927083333333332,13.508310911036922,21.001011333074008,0,,Saturday,1,2026-W23,44,1
ChatGPT,2026-06-07,384,68,gpt-4o-mini-2024-07-18,2,4,17.708333333333332,14.215572234391155,21.840773893717152,0,,Sunday,1,2026-W23,45,1
ChatGPT,2026-06-08,384,68,gpt-4o-mini-2024-07-18,2,4,17.708333333333332,14.215572234391155,21.840773893717152,0,,Monday,0,2026-W24,46,1
ChatGPT,2026-06-09,192,35,gpt-4o-mini-2024-07-18,1,4,18.229166666666668,13.409289102143374,24.29542330418163,0,,Tuesday,0,2026-W24,47,1
ChatGPT,2026-08-08,192,34,gpt-4o-mini-2024-07-18,1,4,17.708333333333332,12.957935565746764,23.72554261773111,0,,Saturday,1,2026-W32,107,60
ChatGPT,2026-08-10,192,34,gpt-4o-mini-2024-07-18,1,4,17.708333333333332,12.957935565746764,23.72554261773111,0,,Monday,0,2026-W33,109,2
ChatGPT,2026-08-11,384,65,gpt-4o-mini-2024-07-18,2,4,16.927083333333332,13.508310911036922,21.001011333074008,0,,Tuesday,0,2026-W33,110,1
ChatGPT,2026-08-12,384,68,gpt-4o-mini-2024-07-18,2,4,17.708333333333332,14.215572234391155,21.840773893717152,0,,Wednesday,0,2026-W33,111,1
ChatGPT,2026-08-13,192,34,gpt-4o-mini-2024-07-18,1,4,17.708333333333332,12.957935565746764,23.72554261773111,1,,Thursday,0,2026-W33,112,1
ChatGPT,2026-08-14,384,69,gpt-4o-mini-2024-07-18,2,4,17.96875,14.45192727160672,22.12009348450071,0,,Friday,0,2026-W33,113,1
ChatGPT,2026-08-15,384,65,gpt-4o-mini-2024-07-18,2,4,16.927083333333332,13.508310911036922,21.001011333074008,0,,Saturday,1,2026-W33,114,1
ChatGPT,2026-08-16,768,125,gpt-4o-mini-2024-07-18,2,4,16.276041666666668,13.834228957607486,19.05354299604496,0,,Sunday,1,2026-W33,115,1
ChatGPT,2026-08-23,576,96,gpt-4o-mini-2024-07-18,1,4,16.666666666666668,13.846089930300213,19.92891112240214,0,,Sunday,1,2026-W34,122,7
ChatGPT,2026-08-31,192,35,gpt-4o-mini-2024-07-18,1,4,18.229166666666668,13.409289102143374,24.29542330418163,0,,Monday,0,2026-W36,130,8
ChatGPT,2026-09-08,192,33,gpt-4o-mini-2024-07-18,1,4,17.1875,12.50822162512063,23.15402233551011,0,,Tuesday,0,2026-W37,138,8
Claude,2026-04-23,123,43,claude-haiku-4-5-20251001,1,3,34.959349593495936,27.10402385531589,43.72570299897391,1,15 of 20 cells; collection interrupted (METHODOLOGY_V2.md:121),Thursday,0,2026-W17,0,0
Claude,2026-04-24,192,48,claude-haiku-4-5-20251001,1,4,25.0,19.406065206654983,31.574692096682718,1,~15 Claude fintech rows as api_failure; Anthropic balance mid-run,Friday,0,2026-W17,1,1
Claude,2026-04-25,384,100,claude-haiku-4-5-20251001,2,4,26.041666666666668,21.904864468621756,30.65306975545859,0,,Saturday,1,2026-W17,2,1
Claude,2026-04-26,384,96,claude-haiku-4-5-20251001,2,4,25.0,20.931062075587413,29.564173636496427,0,,Sunday,1,2026-W17,3,1
Claude,2026-04-27,384,99,claude-haiku-4-5-20251001,2,4,25.78125,21.66111385048899,30.381145745592224,0,,Monday,0,2026-W18,4,1
Claude,2026-04-28,384,96,claude-haiku-4-5-20251001,2,4,25.0,20.931062075587413,29.564173636496427,0,,Tuesday,0,2026-W18,5,1
Claude,2026-04-29,192,51,claude-haiku-4-5-20251001,1,4,26.5625,20.81946485404885,33.22499511783025,0,,Wednesday,0,2026-W18,6,1
Claude,2026-04-30,384,95,claude-haiku-4-5-20251001,2,4,24.739583333333332,20.688118246300018,29.291442837784707,0,,Thursday,0,2026-W18,7,1
Claude,2026-05-04,192,49,claude-haiku-4-5-20251001,1,4,25.520833333333332,19.876092091956593,32.12589943422825,1,15 of 20 cells; partial recovery (METHODOLOGY_V2.md:125),Monday,0,2026-W19,11,4
Claude,2026-05-05,192,47,claude-haiku-4-5-20251001,1,4,24.479166666666668,18.937174175695443,31.022348904795134,0,,Tuesday,0,2026-W19,12,1
Claude,2026-05-11,192,48,claude-haiku-4-5-20251001,1,4,25.0,19.406065206654983,31.574692096682718,0,,Monday,0,2026-W20,18,6
Claude,2026-05-12,192,50,claude-haiku-4-5-20251001,1,4,26.041666666666668,20.34723239398371,32.67599335504826,0,,Tuesday,0,2026-W20,19,1
Claude,2026-05-13,384,101,claude-haiku-4-5-20251001,2,4,26.302083333333332,22.148811866715096,30.924796985364384,0,,Wednesday,0,2026-W20,20,1
Claude,2026-05-14,192,47,claude-haiku-4-5-20251001,1,4,24.479166666666668,18.937174175695443,31.022348904795134,0,,Thursday,0,2026-W20,21,1
Claude,2026-05-15,192,50,claude-haiku-4-5-20251001,1,4,26.041666666666668,20.34723239398371,32.67599335504826,0,,Friday,0,2026-W20,22,1
Claude,2026-05-16,384,93,claude-haiku-4-5-20251001,2,4,24.21875,20.202853452750144,28.745358375336323,0,,Saturday,1,2026-W20,23,1
Claude,2026-05-17,319,96,claude-haiku-4-5-20251001,2,4,30.094043887147336,25.32206556132176,35.33974024766027,0,,Sunday,1,2026-W20,24,1
Claude,2026-05-18,192,52,claude-haiku-4-5-20251001,1,4,27.083333333333332,21.292769317512263,33.77292487721397,1,5 of 20 cells; Perplexity max_tokens<16 rejected on sonar,Monday,0,2026-W21,25,1
Claude,2026-05-19,192,49,claude-haiku-4-5-20251001,1,4,25.520833333333332,19.876092091956593,32.12589943422825,0,,Tuesday,0,2026-W21,26,1
Claude,2026-05-20,192,47,claude-haiku-4-5-20251001,1,4,24.479166666666668,18.937174175695443,31.022348904795134,0,,Wednesday,0,2026-W21,27,1
